index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
6112	main-captions	images	2014	734	none	none	Black and white cow standing in grassy field.	A black and white photo of a man standing next to a bus.	0.8
1650	main-captions	images	2015	469	none	none	A dog leaping over a hurdle.	A dog leaps over the hurdle.	4.8
1072	main-captions	images	2014	99	none	none	A black and white sheep is walking next to a white sheep.	Little black and white calf with a tag on its ear.	0.8
6318	main-captions	track5.en-en	2017	138	none	none	They are preparing for a performance at school.	Two medical professionals in green look on at something.	0.0
1726	main-captions	images	2015	683	none	none	Man standing on top of jagged rocks near the ocean.	A man is standing on top of rocks overlooking the ocean.	4.6
5927	main-captions	MSRvid	2012train	352	none	none	A person drops a camera down an escelator.	A man tosses a bag down an escalator.	2.75
6020	main-captions	images	2014	134	none	none	The black and brown cow is looking at the camera.	The black and white bull is looking at the camera.	3.6
5756	main-captions	MSRvid	2012test	23	none	none	A woman is carrying a boy.	A woman is carrying her baby.	2.333
1434	main-captions	images	2014	644	none	none	Two young women shear a sheep.	Two women sheering a sheep.	4.4
1497	main-captions	images	2015	3	none	none	A pair of dogs playing with a purple ball.	Two dogs play with purple football.	4.4
1685	main-captions	images	2015	552	none	none	A man and dog on a rocky seashore.	Man and dog standing on rocks next to water	4.8
1469	main-captions	images	2014	705	none	none	Double decker bus with the London Eye ferris wheel in background.	a brown double decker tour bus on a street with a ferris wheel behind it.	4.2
1142	main-captions	images	2014	206	none	none	Group of people sitting at table with drinks.	four people sitting at a table.	3.0
5902	main-captions	MSRvid	2012train	181	none	none	The man is buttering the bread.	The man is stirring the rice.	0.4
930	main-captions	MSRvid	2012train	640	none	none	A dog is driving a car.	A guy is talking into a microphone.	0.0
5825	main-captions	MSRvid	2012test	451	none	none	The man talked to a girl over the internet camera.	A teenager talks to a girl over a webcam.	2.8
6345	main-captions	track5.en-en	2017	183	none	none	A girl in water without goggles or a swimming cap.	A girl in water, with goggles and swimming cap.	3.0
6288	main-captions	track5.en-en	2017	86	none	none	The biker is doing dangerous stunts.	A biker is doing stunts.	4.4
1692	main-captions	images	2015	569	none	none	A grey hound is active in a grassy field.	A bunch of bikes racing on a track.	0.0
280	main-captions	MSRvid	2012test	416	none	none	A man holds a small animal in one hand.	A man shows off a small monkey.	1.75
382	main-captions	MSRvid	2012test	582	none	none	The man is putting chicken into the container.	A man is putting foods in a box.	2.5
1482	main-captions	images	2014	724	none	none	A black and white cow looking through the fence.	A black and white cat laying on the ground in the sun.	0.6
1793	main-captions	images	2015	880	none	none	A dog is running in the snow.	Two dogs running in the dirt	2.2
1875	main-captions	images	2015	1150	none	none	Two homeless men stand outside with a cardboard sign.	Two homeless young men holding a cardboard sign.	4.6
1807	main-captions	images	2015	928	none	none	Two dogs are running on the grass.	Two dogs running in the dirt	3.6
1406	main-captions	images	2014	603	none	none	A red and gray train is going through a tunnel.	A red and gray train travels through a tunnel amongst the trees.	4.25
624	main-captions	MSRvid	2012train	192	none	none	A man is riding a motorcycle on the highway.	A man is riding a motorcycle.	3.5
1425	main-captions	images	2014	633	none	none	A woman riding a brown horse.	Person dressed in blue riding brown horse.	2.6
491	main-captions	MSRvid	2012test	747	none	none	A person is slicing an onion.	A cat is pooping into a toilet.	0.0
9	main-captions	MSRvid	2012test	16	none	none	A person is throwing a cat on to the ceiling.	A person throws a cat on the ceiling.	5.0
5944	main-captions	MSRvid	2012train	422	none	none	A man is putting a knife in a vice.	A man is getting into a car in a garage.	0.8
1670	main-captions	images	2015	513	none	none	The white and brown dog runs across the grass.	Three dogs are running on the grass.	3.2
6153	main-captions	images	2015	402	none	none	A brown and white dog is catching a tennis ball while standing on its hind legs.	the brown and white dog is carrying a stick in his mouth.	1.8
1833	main-captions	images	2015	1020	none	none	A black dog and a white dog playing in the street.	A black dog and a white dog play in the street together.	4.6
1962	main-captions	images	2015	1382	none	none	Two people sit on a dock near the water.	Two people sit on the end of a dock in the middle of still water.	3.8
762	main-captions	MSRvid	2012train	382	none	none	A woman is cutting flowers.	A man is holding huge sunflowers.	1.0
248	main-captions	MSRvid	2012test	371	none	none	The man played his guitar.	A man is playing a guitar.	3.75
425	main-captions	MSRvid	2012test	637	none	none	The lady cracked two raw eggs.	The woman is cracking eggs into a bowl.	3.2
5987	main-captions	MSRvid	2012train	675	none	none	A man plays the guitar and sings.	A man is singing and playing a guitar.	5.0
1314	main-captions	images	2014	459	none	none	A black train moves down the tracks.	A train traveling down the tracks.	4.0
454	main-captions	MSRvid	2012test	687	none	none	A man is slicing a pepper.	A person cuts a big green pepper apart.	3.8
645	main-captions	MSRvid	2012train	223	none	none	a group of people dancing	A group of men are dancing.	3.4
1285	main-captions	images	2014	419	none	none	A dining table with candles, wine, and a teapot.	A wooden table is set with candles, wine, and a purple plastic bowl.	3.0
777	main-captions	MSRvid	2012train	413	none	none	A man plays a trumpet.	A man is playing a musical instrument.	3.4
1525	main-captions	images	2015	108	none	none	A brown dog is resting its paws on a laptop keyboard.	A dog sits with its paws on a laptop computer.	3.8
922	main-captions	MSRvid	2012train	628	none	none	A man is walking along a path through wilderness.	A man is peeling an onion.	0.75
1237	main-captions	images	2014	348	none	none	Four blue and yellow planes flying over four boats.	Four blue and yellow planes in flight.	4.2
421	main-captions	MSRvid	2012test	632	none	none	A chef is cleaning up a bowl of soup.	A man is wiping the edge of a bowl off.	2.533
129	main-captions	MSRvid	2012test	191	none	none	A woman is picking a can.	A woman is slicing a tomato.	1.0
6036	main-captions	images	2014	224	none	none	Two people sitting on a large motorcycle.	Two eagles sitting on a long branch.	0.4
1619	main-captions	images	2015	371	none	none	A brown dog about to catch a green Frisbee.	A brown dog waits for the Frisbee to come down before catching it.	3.8
396	main-captions	MSRvid	2012test	598	none	none	A man is shaking a container over a kitchen sink.	A man is emptying a plastic container.	2.2
478	main-captions	MSRvid	2012test	721	none	none	Two men are fighting.	The man is exercising.	0.75
1784	main-captions	images	2015	860	none	none	A black and white dog is running through a cow field.	A large black and white dog runs in the ocean water	2.2
1530	main-captions	images	2015	125	none	none	Two Asian men and Asian woman sit in black massage chairs.	Two Asian men and a woman are relaxing in massage chairs.	4.6
5816	main-captions	MSRvid	2012test	404	none	none	A rabbit is playing with a toy rabbit.	A bunny is playing with a stuffed bunny.	4.25
6090	main-captions	images	2014	611	none	none	Two women are sheering a white sheep inside of a wooden building.	Two women shearing a white sheep in a wooden stall.	4.0
978	main-captions	MSRvid	2012train	711	none	none	A couple of policewomen are singing karaoke.	Two women are dancing.	0.8
6091	main-captions	images	2014	616	none	none	A man with glasses and two plastic bottles in the foreground.	A man talking with two water bottles sitting in front of him.	3.0
5910	main-captions	MSRvid	2012train	215	none	none	A boy is riding a horse.	A monkey is riding a bus.	0.4
1326	main-captions	images	2014	480	none	none	Two cows crossing a road intersection.	Two cows cross a paved street.	3.8
1975	main-captions	images	2015	1412	none	none	A surfer on a wave.	A surfer is riding a wave.	4.4
755	main-captions	MSRvid	2012train	370	none	none	A woman is riding a horse.	A man is running on rope.	0.0
664	main-captions	MSRvid	2012train	247	none	none	The men are performing on stage.	The comedic mimes performed on stage.	2.6
71	main-captions	MSRvid	2012test	108	none	none	A tiger cub is making a sound.	A tiger is walking around.	2.0
6268	main-captions	track5.en-en	2017	45	none	none	The dogs are chasing a cat.	The dogs are chasing a black cat.	4.4
714	main-captions	MSRvid	2012train	314	none	none	A man is being put into an abulance.	A man is pouring pasta onto a plate.	0.0
1785	main-captions	images	2015	862	none	none	A man in a straw hat shades his phone while others walk on a busy sidewalk.	A man lies on a street with his headand shoulders under a parked car that is jacked up.	0.6
667	main-captions	MSRvid	2012train	250	none	none	Someone is frying meat.	Someone is playing paino.	0.25
1101	main-captions	images	2014	140	none	none	A white Apple computer sits on the beige carpeting of a bedroom.	An Apple computer sitting on the floor.	3.6
1764	main-captions	images	2015	802	none	none	The man in the red shirt is climbing the side of a mountain.	A man is climbing the side of a mountain.	4.2
1859	main-captions	images	2015	1105	none	none	Two soccer players battle for the ball during an intense match.	Two little orange and white dogs are in the snow.	0.0
6050	main-captions	images	2014	305	none	none	A close-up of a cat on a cream sofa.	A close-up of a horse.	1.2
1655	main-captions	images	2015	481	none	none	A dog leaps off a dock and into the water.	The black dog leaps off the dock and into the water.	4.0
1492	main-captions	images	2014	740	none	none	A train is at a train station.	a train in a station.	5.0
32	main-captions	MSRvid	2012test	50	none	none	A woman is dancing and singing with other women.	A woman is dancing and singing in the rain.	3.0
5934	main-captions	MSRvid	2012train	389	none	none	A person pours cooking oil into a pot.	A person is pouring olive oil into a pot on the stove.	3.8
1107	main-captions	images	2014	148	none	none	Red double decker bus on side of street.	A red double decker bus on a city street.	4.4
1399	main-captions	images	2014	595	none	none	A black and white cat lying on a blanket.	A black and white cat sleeps on a purple blanket.	4.0
1340	main-captions	images	2014	498	none	none	The black and white cat is looking up at the camera.	A grey, black, and white cat looking at the camera.	3.6
5853	main-captions	MSRvid	2012test	575	none	none	A woman is chopping onion.	A man is doing a card trick.	0.0
5838	main-captions	MSRvid	2012test	514	none	none	Batman and Robin fly a helicopter over water.	A helicopter flies over water.	2.6
1324	main-captions	images	2014	475	none	none	A man and two women smiling at the camera while sitting on a blue sofa.	A man and women smiling at the camera while standing in a kitchen.	2.2
925	main-captions	MSRvid	2012train	632	none	none	A man pours liquid into a pan.	The chef poured oil in the pan.	2.6
1396	main-captions	images	2014	588	none	none	A close-up view of the headlights of a blue old-fashioned car.	Close up of the headlights on a blue car.	4.0
1438	main-captions	images	2014	652	none	none	A young girl riding a white and grey horse.	a little girl is riding a white and grey horse.	4.6
356	main-captions	MSRvid	2012test	529	none	none	A person is doing pencil tricks with his hand.	A person is slicing carrots in half.	0.333
1024	main-captions	images	2014	38	none	none	A group of people sitting around a table with food on it.	A group of people sit around a table with food and beer.	4.0
1300	main-captions	images	2014	440	none	none	A close-up of a cat on a cream sofa.	A siamese cat resting on a white sofa.	3.4
6043	main-captions	images	2014	282	none	none	the back of a stop sign with many stickers on it.	The back of a sign with stickers on.	3.8
1298	main-captions	images	2014	438	none	none	Close up of a brown horse with a blue halter.	A close up of a horse wearing a blue halter.	3.6
6348	main-captions	track5.en-en	2017	190	none	none	There are four snowboarders going off a jump and that are in the air.	Two racers are coming to a turn.	1.0
5893	main-captions	MSRvid	2012train	97	none	none	A man is slicing an onion.	A man slices an onion.	5.0
1747	main-captions	images	2015	752	none	none	A dog jumping for a Frisbee in the snow.	A dog is jumping in the snow.	3.2
1144	main-captions	images	2014	209	none	none	A group of river barges with trees in the background.	A group of cows in a field with yellow tags in their ears.	0.2
5859	main-captions	MSRvid	2012test	611	none	none	A person is boiling soup.	A woman is placing eggs into a pan.	0.25
716	main-captions	MSRvid	2012train	316	none	none	A man is firing a shot gun.	A man shoots a shotgun.	5.0
5757	main-captions	MSRvid	2012test	27	none	none	Three men are playing guitars.	Three men are on stage playing guitars.	3.75
829	main-captions	MSRvid	2012train	491	none	none	A girl is eating a cupcake.	A man is playing a trumpet.	0.0
1245	main-captions	images	2014	362	none	none	A group of sheep grazing on a hill.	A group of sheep are on a hill.	4.0
305	main-captions	MSRvid	2012test	456	none	none	A man is looking at a computer monitor.	A man is using a laptop.	2.75
63	main-captions	MSRvid	2012test	93	none	none	A man is riding a motorcycle.	A man is riding a horse.	1.4
6044	main-captions	images	2014	284	none	none	Living room or den with large screen television.	Living room with tan furniture and flat screen television.	3.2
1701	main-captions	images	2015	597	none	none	A man and a woman looking at the camera.	A man and a woman laughing.	2.33
482	main-captions	MSRvid	2012test	728	none	none	The hedgehog chewed on the towel.	A hedgehog is biting at a blanket.	3.4
1368	main-captions	images	2014	542	none	none	A women laying across two men sitting on a sofa.	Two men in shorts are sitting on a sofa.	2.0
459	main-captions	MSRvid	2012test	692	none	none	A small monkey walks through water.	A monkey is wading across a marsh.	3.4
5988	main-captions	MSRvid	2012train	684	none	none	Women are holding each other and dancing together.	Two men are playing table tennis.	0.0
6257	main-captions	track5.en-en	2017	16	none	none	a woman watches a rap group live	An audience watches a girl dance.	2.2
205	main-captions	MSRvid	2012test	299	none	none	A man is playing with frogs	A cat is playing with a camera.	0.75
1332	main-captions	images	2014	489	none	none	Two women shopping at a clothing store.	Two women in a clothing store.	4.6
1580	main-captions	images	2015	252	none	none	A dog runs through the grass.	A dog runs through the snow.	2.2
5834	main-captions	MSRvid	2012test	495	none	none	A man is cleaning a fish on a kitchen counter.	A man is playing a flute.	0.8
1632	main-captions	images	2015	401	none	none	Two men on the side of a barge	A man is lying the grass with long hair and beard.	0.0
1148	main-captions	images	2014	213	none	none	Two people paddling in a red canoe with trees in the background.	Two people padding in a yellow canoe down a river with trees in the background.	3.4
1948	main-captions	images	2015	1345	none	none	A dog in in a car.	A dog is biting a mop.	1.0
6227	main-captions	images	2015	1200	none	none	A black and brown dog is chewing on a large stick.	A black and white dog playing in the sand.	1.8
474	main-captions	MSRvid	2012test	713	none	none	A man seated is playing the guitar.	A man is playing an acoustic guitar and singing into a microphone.	3.25
794	main-captions	MSRvid	2012train	439	none	none	A man is adding oil to car.	A man is putting anti-freeze into a car.	2.0
1863	main-captions	images	2015	1125	none	none	A girl with a black purse sitting on a wooden bench.	A young woman with a black purse sits on a wooden bench.	4.6
1980	main-captions	images	2015	1440	none	none	Two dogs run side-by-side on the grass.	Two dogs running on grass.	4.4
1512	main-captions	images	2015	42	none	none	A dog is jumping up in the air to catch a toy.	A black dog jumps in the air to catch a toy.	4.0
401	main-captions	MSRvid	2012test	605	none	none	A man making a bed in a hotel.	A man is holding a animal.	0.8
479	main-captions	MSRvid	2012test	722	none	none	A man is playing a wooden flute while several other men play bongo drums.	A man is playing a flute.	3.25
616	main-captions	MSRvid	2012train	176	none	none	A man is writing in a book.	A man is writing on a paper.	2.875
6312	main-captions	track5.en-en	2017	129	none	none	One football player tries to tackle a player on the opposing team.	A football player attempts a tackle.	4.6
5786	main-captions	MSRvid	2012test	219	none	none	A man plays the piano.	A man is playing a piano.	5.0
241	main-captions	MSRvid	2012test	359	none	none	Three boys are dancing.	Kids are dancing.	3.111
800	main-captions	MSRvid	2012train	452	none	none	A gun is being fired.	A potato is being peeled.	0.5
5822	main-captions	MSRvid	2012test	431	none	none	A man is talking with other women on the beach.	A man is walking down the street.	0.0
1034	main-captions	images	2014	50	none	none	A close-up, distorted photo of an empty glass Coke bottle.	A close-up picture of a desk with a computer and papers on it.	0.0
288	main-captions	MSRvid	2012test	430	none	none	The elephants sprayed water on themselves.	Elephants spray themselves with water.	3.6
1545	main-captions	images	2015	176	none	none	a dog is running across the sand with a stick in it's mouth.	A dog is running through a creek with a stick in its mouth.	3.6
710	main-captions	MSRvid	2012train	309	none	none	Someone is cleaning a animal.	A woman is cleaning a shrimp.	2.8
6302	main-captions	track5.en-en	2017	110	none	none	Two men are playing a game of Scrabble together.	The two women are playing a game.	2.2
442	main-captions	MSRvid	2012test	667	none	none	Two robots share a kiss.	A male and female robot are kissing.	3.8
91	main-captions	MSRvid	2012test	132	none	none	A man is playing a guitar.	A man is singing and playing a guitar.	3.6
546	main-captions	MSRvid	2012train	81	none	none	Women are talking.	The men are talking.	2.6
7	main-captions	MSRvid	2012test	13	none	none	The man is playing the piano.	The man is playing the guitar.	1.6
6125	main-captions	images	2015	68	none	none	two young girls hug each other in the grass.	two young girls holding each other on the grassy ground	4.6
6230	main-captions	images	2015	1229	none	none	A group of men walk and hang onto ropes.	A group of men play a college football game.	1.4
1484	main-captions	images	2014	726	none	none	A close-up of a sheep in the grass.	A close-up of a lamb with its ear tagged, standing on grass.	1.8
1213	main-captions	images	2014	320	none	none	A red double decker bus on a crowded street.	A white bus partially in the snow on a public street.	2.0
517	main-captions	MSRvid	2012train	41	none	none	A woman is handling a frog.	A man is holding a frog.	3.75
1499	main-captions	images	2015	7	none	none	Three children stand on or near a fence.	The three children are standing on and by a fence.	4.6
1918	main-captions	images	2015	1255	none	none	A brown furry animal stands behind some plants.	A dog pants while standing in the woods.	1.4
133	main-captions	MSRvid	2012test	196	none	none	The shirtless man sat in a chair.	A shirtless man is sitting on a chair.	3.8
1823	main-captions	images	2015	989	none	none	Four black dogs run across the grass.	A dog runs across the grassy field.	2.0
1522	main-captions	images	2015	93	none	none	A group of people are wearing bunny ears.	A group of people ride in a race	0.8
1122	main-captions	images	2014	172	none	none	The red train and the yellow train on on the tracks.	Two trains are traveling on the track.	3.4
682	main-captions	MSRvid	2012train	269	none	none	A man is dancing on the road.	A man is dancing.	3.25
164	main-captions	MSRvid	2012test	241	none	none	A person is boiling noodles.	A woman is boiling noodles in water.	4.0
736	main-captions	MSRvid	2012train	347	none	none	The woman is slicing fish cake.	The woman is riding a horse.	0.8
302	main-captions	MSRvid	2012test	449	none	none	A woman mixes a beauty treatment in a glass.	A woman is mixing a cream in a glass with a spoon.	3.6
1521	main-captions	images	2015	89	none	none	Many people are in the bicycle racing, including one man in a three-wheeled bike.	A man riding on a three-wheeled wheelchair.	2.6
1154	main-captions	images	2014	223	none	none	Plane in mid-flight at sunset.	A plane flying near the sunset.	3.8
1359	main-captions	images	2014	529	none	none	A group of people sitting at a restaurant table.	A group of people sitting around a table on a porch.	2.6
6078	main-captions	images	2014	570	none	none	An AeroMexico jet taxing along a runway.	A silver AreoMexico Jet Liner sitting on the tarmac.	3.2
5803	main-captions	MSRvid	2012test	324	none	none	A man is talking on a phone.	A man is singing to a woman.	0.25
1453	main-captions	images	2014	680	none	none	A black and white dog looking at the camera.	A grey, black, and white cat looking at the camera.	1.0
1526	main-captions	images	2015	109	none	none	A young girl with glasses sits and holds two American flags.	A girl in glasses is looking over two American flags near a wooded area.	2.6
1587	main-captions	images	2015	267	none	none	A softball player swinging at a pitch.	A baseball player hitting the ball	2.8
1009	main-captions	images	2014	12	none	none	A jockey riding a horse.	A jockey riding a horse in a pen.	3.8
6013	main-captions	images	2014	72	none	none	A red double decker bus on a crowded street.	A double decker bus on a city street.	4.2
5749	main-captions	MSRvid	2012test	0	none	none	A man with a hard hat is dancing.	A man wearing a hard hat is dancing.	5.0
1774	main-captions	images	2015	831	none	none	Brown dog running on grass.	The dog is running on grass.	4.0
1955	main-captions	images	2015	1362	none	none	A child and two dogs play in the water.	A child in red and blue floaties looking down at the water.	2.2
1869	main-captions	images	2015	1136	none	none	A brown dog is running through green grass.	A brown dog is running though a river.	2.4
1973	main-captions	images	2015	1407	none	none	Three dogs play in a grassy field.	Some kids play in a field.	1.2
1848	main-captions	images	2015	1072	none	none	A dog jumps in midair to catch a Frisbee.	The brown dog jumps for a pink Frisbee.	4.0
1741	main-captions	images	2015	736	none	none	Two girls are in pajama pants and appear to be dancing.	Two girls with baseball caps are eating a snack outside.	0.6
5963	main-captions	MSRvid	2012train	534	none	none	A woman is adding oil on fishes.	The woman is cutting potatoes.	0.6
860	main-captions	MSRvid	2012train	537	none	none	A man takes a slice of pizza.	A man talks on his cell phone.	0.8
1504	main-captions	images	2015	17	none	none	A boy in a red sled is riding down the hill.	A multicolour dog in a red collar crouching on the grass.	0.0
5854	main-captions	MSRvid	2012test	577	none	none	A man and a woman walk through the woods.	The man and woman are walking.	3.0
6028	main-captions	images	2014	183	none	none	A black and white photo of an old train station.	A black and white photo of a cat sitting on a sofa.	0.8
1634	main-captions	images	2015	410	none	none	A person is riding their bike on a trail next to the woods.	A small child in a yellow shirt is holding their arms out to the sides.	0.4
149	main-captions	MSRvid	2012test	217	none	none	A man plays the flute.	A man is playing a flute.	5.0
338	main-captions	MSRvid	2012test	503	none	none	The little girl played on the grass with a dog and a ball.	A baby plays with a dog and ball.	3.8
779	main-captions	MSRvid	2012train	416	none	none	A tiger trys to climb the wall.	A lion is trying to climb up over a wall.	3.0
95	main-captions	MSRvid	2012test	138	none	none	Two boys are driving.	Two bays are dancing.	0.6
998	main-captions	MSRvid	2012train	748	none	none	A man is straining pasta.	A man plays a wooden flute.	0.0
1060	main-captions	images	2014	83	none	none	Two people dressed in white standing on a grass field.	A person is standing underneath an overpass near a highway.	0.4
5967	main-captions	MSRvid	2012train	548	none	none	A man is playing a guitar and singing on a stage.	A man is playing the electric guitar.	3.2
1308	main-captions	images	2014	448	none	none	a train rides on his tracks.	The train comes down the track, between two rows of trees.	3.0
1271	main-captions	images	2014	397	none	none	A mallard and a tame white duck on the grass near water.	A small child in a pink dress sits on a table.	0.0
435	main-captions	MSRvid	2012test	651	none	none	A woman is mincing some garlic.	A person is cleaning a disk.	0.0
6309	main-captions	track5.en-en	2017	122	none	none	Men are fighting after a basketball game.	The men are playing a game of basketball.	2.2
725	main-captions	MSRvid	2012train	329	none	none	A woman is doing ballet.	A woman is riding on a horse.	1.0
1247	main-captions	images	2014	365	none	none	Two women are posing for the camera and giving the thumbs up sign.	Two smiling young women giving the thumbs up sign.	4.4
5766	main-captions	MSRvid	2012test	67	none	none	A man is climbing a rope.	A man climbs a rope.	5.0
642	main-captions	MSRvid	2012train	217	none	none	The man is playing the guitar.	The man is playing with a skull.	1.0
5801	main-captions	MSRvid	2012test	306	none	none	The woman is cracking eggs into a bowl.	The lady broke raw eggs into a bowl.	4.8
1427	main-captions	images	2014	635	none	none	A bird perched on a flowerpot.	Bird perched on a flowerpot beside a stucco wall.	4.2
502	main-captions	MSRvid	2012train	24	none	none	A toy train is striking a toy car.	A toy train strikes a toy car.	5.0
5986	main-captions	MSRvid	2012train	674	none	none	The bird is taking a bath under the faucet.	A bird is bathing in a sink.	4.429
983	main-captions	MSRvid	2012train	722	none	none	A woman boils eggs.	A woman places two eggs into a pot of water.	3.0
861	main-captions	MSRvid	2012train	538	none	none	A man is placing meat inside a plastic bag.	A woman is carrying a wallaby in a bag.	0.4
1906	main-captions	images	2015	1226	none	none	A white dog with red ears is running in the snow.	a wet black dog with a red collar is in the river	0.6
216	main-captions	MSRvid	2012test	318	none	none	Two foxes are eating from a plate on a brick patio.	Foxes are eating from a plate.	2.8
1854	main-captions	images	2015	1092	none	none	A man in a red jacket holds his bike for the picture.	A woman in a red jacket is video taping a natural landscape.	0.4
5799	main-captions	MSRvid	2012test	301	none	none	Two little girls are talking on the phone.	A little girl is walking down the street.	0.5
1873	main-captions	images	2015	1148	none	none	A black dog is running in snow.	A black dog is swimming with a ball in it's mouth.	1.8
1186	main-captions	images	2014	272	none	none	Two sheep stand in a doorway.	Two rams stand on snowy ground.	1.4
5883	main-captions	MSRvid	2012train	16	none	none	The man is slicing a potato.	A man is slicing potato.	5.0
6170	main-captions	images	2015	532	none	none	Three dogs are playing in the white snow.	Two dogs are playing in the grass.	1.6
171	main-captions	MSRvid	2012test	252	none	none	A woman is playing a flute on stage.	The woman is playing the flute.	3.6
5898	main-captions	MSRvid	2012train	138	none	none	A man is riding a bike.	A woman is riding a horse.	1.4
437	main-captions	MSRvid	2012test	655	none	none	A rat like creature is smelling around.	An animal is walking on the ground.	2.0
277	main-captions	MSRvid	2012test	413	none	none	A man is rowing a boat.	A man is shooting off a gun.	0.85
130	main-captions	MSRvid	2012test	192	none	none	A man is climbing a rope.	A man climbs up a rope.	5.0
1081	main-captions	images	2014	112	none	none	Black and white cows behind a fence.	Two black and white cows behind a metal gate against a partly cloudy blue sky.	3.2
370	main-captions	MSRvid	2012test	556	none	none	Trees are bending in storm.	Trees are hit by very hard winds.	2.667
1732	main-captions	images	2015	704	none	none	Two dogs running down a beach.	two dogs running on the beach	4.8
352	main-captions	MSRvid	2012test	525	none	none	A woman peels an apple.	A man pops wheelies on a motorcycle.	0.0
1903	main-captions	images	2015	1223	none	none	A group of men playing brass instruments.	A group of guys play instruments outside.	3.4
313	main-captions	MSRvid	2012test	471	none	none	A monkey pulls the tail of a dog.	A monkey is teasing a dog at the zoo.	2.8
405	main-captions	MSRvid	2012test	613	none	none	A person is slicing some onions.	A hamster is singing.	0.0
1108	main-captions	images	2014	149	none	none	A group of river barges with trees in the background.	A young girl wearing a bike helmet with a bicycle in the background.	0.4
6033	main-captions	images	2014	194	none	none	Brown and white ducks walking on green grass.	A red and white plane flying on a sunny day.	0.0
420	main-captions	MSRvid	2012test	631	none	none	A woman dances while a man plays the keyboard.	A woman is dancing on a stage.	2.2
684	main-captions	MSRvid	2012train	271	none	none	A girl dances in the rain.	A woman is dancing in the rain.	3.0
5820	main-captions	MSRvid	2012test	424	none	none	A guy is playing hackysack	A man is playing a key-board.	1.0
222	main-captions	MSRvid	2012test	327	none	none	A man is playing the guitar.	A man plays an acoustic guitar.	3.75
5878	main-captions	MSRvid	2012test	737	none	none	The lady cut the tail and body of a shrimp.	A woman is cleaning a shrimp.	4.5
1888	main-captions	images	2015	1190	none	none	A person on a bmx bike.	A man on a bike in mid-air	3.0
6260	main-captions	track5.en-en	2017	25	none	none	The young adult are cold	Asian children are playing with a dog.	0.2
855	main-captions	MSRvid	2012train	527	none	none	A man is pouring chili into a bowl.	A man opens a can and pours the contents into a bowl.	2.5
6144	main-captions	images	2015	291	none	none	A small white dog running across a lawn.	A small white dog running	3.2
6325	main-captions	track5.en-en	2017	152	none	none	Three humans are walking a dog.	Three people are walking a dog.	4.8
586	main-captions	MSRvid	2012train	133	none	none	Two boys on a couch are playing video games.	Two boys are playing a video game.	4.0
6196	main-captions	images	2015	796	none	none	Many people are on the beach, near a building with flags flying.	A busy beach has people scattered on it watching the sky.	2.4
298	main-captions	MSRvid	2012test	444	none	none	A woman rides an elephant in front of an adoring crowd.	A woman rides an elephant.	3.0
1353	main-captions	images	2014	520	none	none	Man playing guitar while sitting down.	Red and white bus driving down road.	0.0
283	main-captions	MSRvid	2012test	422	none	none	A chimpanzee is hurting a woman.	A man is driving a car.	0.0
884	main-captions	MSRvid	2012train	570	none	none	A man makes a call on a cell phone.	A man is making a phone call.	4.0
825	main-captions	MSRvid	2012train	487	none	none	The man drilled holes into the wood.	A man drills wood.	4.2
1897	main-captions	images	2015	1211	none	none	One man and two women dressed in vampire costumes	A man and two women dressed in costumes.	3.4
1921	main-captions	images	2015	1273	none	none	Two teenage girls, one is smiling.	A little girl on a kid swing.	0.8
6037	main-captions	images	2014	252	none	none	A scantily clad woman is standing next to a car.	A yellow and orange bird hold on to the side of a cage.	0.0
2	main-captions	MSRvid	2012test	5	none	none	A man is spreading shreded cheese on a pizza.	A man is spreading shredded cheese on an uncooked pizza.	3.8
916	main-captions	MSRvid	2012train	622	none	none	A woman cuts a pink loaf with a knife.	A man is playing a guitar.	0.118
1702	main-captions	images	2015	599	none	none	a brown dog running through the dirty muddy grass	The large brown dog is running outside in the dirt.	3.6
1254	main-captions	images	2014	372	none	none	A black and white cow stands on grass against a partly cloudy blue sky.	Two black and white cows behind a metal gate against a partly cloudy blue sky.	2.4
1899	main-captions	images	2015	1218	none	none	Two dogs playing in snow.	Two dogs play in the snow.	5.0
750	main-captions	MSRvid	2012train	364	none	none	A man is cutting a paper.	A person is tearing paper.	2.583
1379	main-captions	images	2014	561	none	none	a close up of a small cactus in a pot.	a close up of a woman holding a white puppy.	0.8
261	main-captions	MSRvid	2012test	390	none	none	A woman is deveining shrimp.	A man is dancing in rain.	0.0
885	main-captions	MSRvid	2012train	571	none	none	A man is speaking on a phone.	A panda bear is chewing on a stick.	0.0
1608	main-captions	images	2015	342	none	none	A dog shaking off water.	A dog shaking water off.	5.0
1518	main-captions	images	2015	77	none	none	Three dogs playing in the snow.	Three dogs are playing in the water.	2.6
765	main-captions	MSRvid	2012train	387	none	none	A lion is walking in an enclosed area.	A lion is walking around.	2.6
1822	main-captions	images	2015	986	none	none	A dog running through snow.	A dog runs in the snow.	5.0
503	main-captions	MSRvid	2012train	25	none	none	A man is playing the guitar.	A man is playing the flute.	2.2
311	main-captions	MSRvid	2012test	467	none	none	A man is playing keyboard.	A person is playing a piano.	2.2
1039	main-captions	images	2014	57	none	none	Two people sitting at a table at a restaurant.	four people sitting at a table.	1.8
